PopName,Area,Year,YearReg,Month,Vital,Births,Access,Note1,Note2,Note3,RefCode,LDB
PRT,1,1945,.,4,1,16712,O,.,.,.,1,1
PRT,1,1945,.,5,1,16924,O,.,.,.,1,1
PRT,1,1945,.,6,1,16518,O,.,.,.,1,1
PRT,1,1945,.,7,1,16519,O,.,.,.,1,1
PRT,1,1945,.,8,1,16946,O,.,.,.,1,1
PRT,1,1945,.,9,1,17121,O,.,.,.,1,1
PRT,1,1945,.,10,1,16697,O,.,.,.,1,1
PRT,1,1945,.,11,1,16866,O,.,.,.,1,1
PRT,1,1945,.,12,1,19083,O,.,.,.,1,1
PRT,1,1945,.,TOT,1,209131,O,.,.,.,1,1
PRT,1,1946,.,1,1,20357,O,.,.,.,1,1
PRT,1,1946,.,2,1,17906,O,.,.,.,1,1
PRT,1,1946,.,3,1,19470,O,.,.,.,1,1
PRT,1,1946,.,4,1,17596,O,.,.,.,1,1
PRT,1,1946,.,5,1,16891,O,.,.,.,1,1
PRT,1,1946,.,6,1,16355,O,.,.,.,1,1
PRT,1,1946,.,7,1,16571,O,.,.,.,1,1
PRT,1,1946,.,8,1,15965,O,.,.,.,1,1
PRT,1,1946,.,9,1,15752,O,.,.,.,1,1
PRT,1,1946,.,10,1,15685,O,.,.,.,1,1
PRT,1,1946,.,11,1,15876,O,.,.,.,1,1
PRT,1,1946,.,12,1,17401,O,.,.,.,1,1
PRT,1,1946,.,TOT,1,205825,O,.,.,.,1,1
PRT,1,1947,.,1,1,18140,O,.,.,.,1,1
PRT,1,1947,.,2,1,15793,O,.,.,.,1,1
PRT,1,1947,.,3,1,18084,O,.,.,.,1,1
PRT,1,1947,.,4,1,16835,O,.,.,.,1,1
PRT,1,1947,.,5,1,15952,O,.,.,.,1,1
PRT,1,1947,.,6,1,15873,O,.,.,.,1,1
PRT,1,1947,.,7,1,16022,O,.,.,.,1,1
PRT,1,1947,.,8,1,16115,O,.,.,.,1,1
PRT,1,1947,.,9,1,16819,O,.,.,.,1,1
PRT,1,1947,.,10,1,17593,O,.,.,.,1,1
PRT,1,1947,.,11,1,16726,O,.,.,.,1,1
PRT,1,1947,.,12,1,16536,O,.,.,.,1,1
PRT,1,1947,.,TOT,1,200488,O,.,.,.,1,1
PRT,1,1948,.,1,1,18589,O,.,.,.,1,1
PRT,1,1948,.,2,1,17766,O,.,.,.,1,1
PRT,1,1948,.,3,1,20965,O,.,.,.,1,1
PRT,1,1948,.,4,1,19631,O,.,.,.,1,1
PRT,1,1948,.,5,1,18766,O,.,.,.,1,1
PRT,1,1948,.,6,1,17214,O,.,.,.,1,1
PRT,1,1948,.,7,1,17599,O,.,.,.,1,1
PRT,1,1948,.,8,1,17571,O,.,.,.,1,1
PRT,1,1948,.,9,1,17587,O,.,.,.,1,1
PRT,1,1948,.,10,1,18215,O,.,.,.,1,1
PRT,1,1948,.,11,1,17899,O,.,.,.,1,1
PRT,1,1948,.,12,1,19179,O,.,.,.,1,1
PRT,1,1948,.,TOT,1,220981,O,.,.,.,1,1
PRT,1,1949,.,1,1,20639,O,.,.,.,1,1
PRT,1,1949,.,2,1,18400,O,.,.,.,1,1
PRT,1,1949,.,3,1,19767,O,.,.,.,1,1
PRT,1,1949,.,4,1,17591,O,.,.,.,1,1
PRT,1,1949,.,5,1,17217,O,.,.,.,1,1
PRT,1,1949,.,6,1,16622,O,.,.,.,1,1
PRT,1,1949,.,7,1,16312,O,.,.,.,1,1
PRT,1,1949,.,8,1,16411,O,.,.,.,1,1
PRT,1,1949,.,9,1,16732,O,.,.,.,1,1
PRT,1,1949,.,10,1,17516,O,.,.,.,1,1
PRT,1,1949,.,11,1,17273,O,.,.,.,1,1
PRT,1,1949,.,12,1,17780,O,.,.,.,1,1
PRT,1,1949,.,TOT,1,212260,O,.,.,.,1,1
PRT,1,1950,.,1,1,19993,O,.,.,.,1,1
PRT,1,1950,.,2,1,16742,O,.,.,.,1,1
PRT,1,1950,.,3,1,18870,O,.,.,.,1,1
PRT,1,1950,.,4,1,16982,O,.,.,.,1,1
PRT,1,1950,.,5,1,16254,O,.,.,.,1,1
PRT,1,1950,.,6,1,15196,O,.,.,.,1,1
PRT,1,1950,.,7,1,16137,O,.,.,.,1,1
PRT,1,1950,.,8,1,16498,O,.,.,.,1,1
PRT,1,1950,.,9,1,16818,O,.,.,.,1,1
PRT,1,1950,.,10,1,17286,O,.,.,.,1,1
PRT,1,1950,.,11,1,16955,O,.,.,.,1,1
PRT,1,1950,.,12,1,17432,O,.,.,.,1,1
PRT,1,1950,.,TOT,1,205163,O,.,.,.,1,1
PRT,1,1951,.,1,1,19765,O,.,.,.,1,1
PRT,1,1951,.,2,1,17115,O,.,.,.,1,1
PRT,1,1951,.,3,1,19754,O,.,.,.,1,1
PRT,1,1951,.,4,1,17890,O,.,.,.,1,1
PRT,1,1951,.,5,1,17419,O,.,.,.,1,1
PRT,1,1951,.,6,1,16663,O,.,.,.,1,1
PRT,1,1951,.,7,1,16836,O,.,.,.,1,1
PRT,1,1951,.,8,1,16941,O,.,.,.,1,1
PRT,1,1951,.,9,1,16720,O,.,.,.,1,1
PRT,1,1951,.,10,1,17225,O,.,.,.,1,1
PRT,1,1951,.,11,1,15477,O,.,.,.,1,1
PRT,1,1951,.,12,1,16065,O,.,.,.,1,1
PRT,1,1951,.,TOT,1,207870,O,.,.,.,1,1
PRT,1,1952,.,1,1,18873,O,.,.,.,1,1
PRT,1,1952,.,2,1,17929,O,.,.,.,1,1
PRT,1,1952,.,3,1,19834,O,.,.,.,1,1
PRT,1,1952,.,4,1,18582,O,.,.,.,1,1
PRT,1,1952,.,5,1,17240,O,.,.,.,1,1
PRT,1,1952,.,6,1,17214,O,.,.,.,1,1
PRT,1,1952,.,7,1,16192,O,.,.,.,1,1
PRT,1,1952,.,8,1,16447,O,.,.,.,1,1
PRT,1,1952,.,9,1,16756,O,.,.,.,1,1
PRT,1,1952,.,10,1,17603,O,.,.,.,1,1
PRT,1,1952,.,11,1,17047,O,.,.,.,1,1
PRT,1,1952,.,12,1,17496,O,.,.,.,1,1
PRT,1,1952,.,TOT,1,211213,O,.,.,.,1,1
PRT,1,1953,.,1,1,19954,O,.,.,.,1,1
PRT,1,1953,.,2,1,17225,O,.,.,.,1,1
PRT,1,1953,.,3,1,18915,O,.,.,.,1,1
PRT,1,1953,.,4,1,16424,O,.,.,.,1,1
PRT,1,1953,.,5,1,16295,O,.,.,.,1,1
PRT,1,1953,.,6,1,15607,O,.,.,.,1,1
PRT,1,1953,.,7,1,15968,O,.,.,.,1,1
PRT,1,1953,.,8,1,16216,O,.,.,.,1,1
PRT,1,1953,.,9,1,16374,O,.,.,.,1,1
PRT,1,1953,.,10,1,16486,O,.,.,.,1,1
PRT,1,1953,.,11,1,15807,O,.,.,.,1,1
PRT,1,1953,.,12,1,16864,O,.,.,.,1,1
PRT,1,1953,.,TOT,1,202135,O,.,.,.,1,1
PRT,1,1954,.,1,1,18755,O,.,.,.,1,1
PRT,1,1954,.,2,1,16845,O,.,.,.,1,1
PRT,1,1954,.,3,1,17839,O,.,.,.,1,1
PRT,1,1954,.,4,1,16942,O,.,.,.,1,1
PRT,1,1954,.,5,1,16232,O,.,.,.,1,1
PRT,1,1954,.,6,1,15316,O,.,.,.,1,1
PRT,1,1954,.,7,1,15932,O,.,.,.,1,1
PRT,1,1954,.,8,1,16575,O,.,.,.,1,1
PRT,1,1954,.,9,1,16429,O,.,.,.,1,1
PRT,1,1954,.,10,1,16520,O,.,.,.,1,1
PRT,1,1954,.,11,1,15727,O,.,.,.,1,1
PRT,1,1954,.,12,1,14424,O,.,.,.,1,1
PRT,1,1954,.,TOT,1,197536,O,.,.,.,1,1
PRT,1,1955,.,1,1,22127,O,.,.,.,1,1
PRT,1,1955,.,2,1,17302,O,.,.,.,1,1
PRT,1,1955,.,3,1,19381,O,.,.,.,1,1
PRT,1,1955,.,4,1,17710,O,.,.,.,1,1
PRT,1,1955,.,5,1,17051,O,.,.,.,1,1
PRT,1,1955,.,6,1,16234,O,.,.,.,1,1
PRT,1,1955,.,7,1,16492,O,.,.,.,1,1
PRT,1,1955,.,8,1,16434,O,.,.,.,1,1
PRT,1,1955,.,9,1,16904,O,.,.,.,1,1
PRT,1,1955,.,10,1,16884,O,.,.,.,1,1
PRT,1,1955,.,11,1,16119,O,.,.,.,1,1
PRT,1,1955,.,12,1,17152,O,.,.,.,1,1
PRT,1,1955,.,TOT,1,209790,O,.,.,.,1,1
PRT,1,1956,.,1,1,19060,O,.,.,.,1,1
PRT,1,1956,.,2,1,17452,O,.,.,.,1,1
PRT,1,1956,.,3,1,19486,O,.,.,.,1,1
PRT,1,1956,.,4,1,17553,O,.,.,.,1,1
PRT,1,1956,.,5,1,17062,O,.,.,.,1,1
PRT,1,1956,.,6,1,15656,O,.,.,.,1,1
PRT,1,1956,.,7,1,15821,O,.,.,.,1,1
PRT,1,1956,.,8,1,15652,O,.,.,.,1,1
PRT,1,1956,.,9,1,15908,O,.,.,.,1,1
PRT,1,1956,.,10,1,16773,O,.,.,.,1,1
PRT,1,1956,.,11,1,15646,O,.,.,.,1,1
PRT,1,1956,.,12,1,16598,O,.,.,.,1,1
PRT,1,1956,.,TOT,1,202667,O,.,.,.,1,1
PRT,1,1957,.,1,1,18024,O,.,.,.,1,1
PRT,1,1957,.,2,1,17232,O,.,.,.,1,1
PRT,1,1957,.,3,1,19084,O,.,.,.,1,1
PRT,1,1957,.,4,1,18649,O,.,.,.,1,1
PRT,1,1957,.,5,1,17923,O,.,.,.,1,1
PRT,1,1957,.,6,1,16720,O,.,.,.,1,1
PRT,1,1957,.,7,1,16890,O,.,.,.,1,1
PRT,1,1957,.,8,1,16981,O,.,.,.,1,1
PRT,1,1957,.,9,1,17323,O,.,.,.,1,1
PRT,1,1957,.,10,1,17898,O,.,.,.,1,1
PRT,1,1957,.,11,1,16771,O,.,.,.,1,1
PRT,1,1957,.,12,1,17999,O,.,.,.,1,1
PRT,1,1957,.,TOT,1,211494,O,.,.,.,1,1
PRT,1,1958,.,1,1,19088,O,.,.,.,1,1
PRT,1,1958,.,2,1,17943,O,.,.,.,1,1
PRT,1,1958,.,3,1,20508,O,.,.,.,1,1
PRT,1,1958,.,4,1,18558,O,.,.,.,1,1
PRT,1,1958,.,5,1,16903,O,.,.,.,1,1
PRT,1,1958,.,6,1,15726,O,.,.,.,1,1
PRT,1,1958,.,7,1,15382,O,.,.,.,1,1
PRT,1,1958,.,8,1,15311,O,.,.,.,1,1
PRT,1,1958,.,9,1,17388,O,.,.,.,1,1
PRT,1,1958,.,10,1,19005,O,.,.,.,1,1
PRT,1,1958,.,11,1,17891,O,.,.,.,1,1
PRT,1,1958,.,12,1,18764,O,.,.,.,1,1
PRT,1,1958,.,TOT,1,212467,O,.,.,.,1,1
PRT,1,1959,.,1,1,19554,O,.,.,.,1,1
PRT,1,1959,.,2,1,17596,O,.,.,.,1,1
PRT,1,1959,.,3,1,19768,O,.,.,.,1,1
PRT,1,1959,.,4,1,17909,O,.,.,.,1,1
PRT,1,1959,.,5,1,16932,O,.,.,.,1,1
PRT,1,1959,.,6,1,16201,O,.,.,.,1,1
PRT,1,1959,.,7,1,16576,O,.,.,.,1,1
PRT,1,1959,.,8,1,17482,O,.,.,.,1,1
PRT,1,1959,.,9,1,17760,O,.,.,.,1,1
PRT,1,1959,.,10,1,18094,O,.,.,.,1,1
PRT,1,1959,.,11,1,17105,O,.,.,.,1,1
PRT,1,1959,.,12,1,18085,O,.,.,.,1,1
PRT,1,1959,.,TOT,1,213062,O,.,.,.,1,1
PRT,1,1960,.,1,1,18124,O,.,.,.,1,1
PRT,1,1960,.,2,1,17516,O,.,.,.,1,1
PRT,1,1960,.,3,1,19647,O,.,.,.,1,1
PRT,1,1960,.,4,1,18120,O,.,.,.,1,1
PRT,1,1960,.,5,1,17973,O,.,.,.,1,1
PRT,1,1960,.,6,1,16464,O,.,.,.,1,1
PRT,1,1960,.,7,1,17116,O,.,.,.,1,1
PRT,1,1960,.,8,1,17670,O,.,.,.,1,1
PRT,1,1960,.,9,1,18016,O,.,.,.,1,1
PRT,1,1960,.,10,1,18616,O,.,.,.,1,1
PRT,1,1960,.,11,1,17186,O,.,.,.,1,1
PRT,1,1960,.,12,1,17447,O,.,.,.,1,1
PRT,1,1960,.,TOT,1,213895,O,.,.,.,1,1
PRT,1,1961,.,1,1,19800,O,.,.,.,1,1
PRT,1,1961,.,2,1,17517,O,.,.,.,1,1
PRT,1,1961,.,3,1,20157,O,.,.,.,1,1
PRT,1,1961,.,4,1,18191,O,.,.,.,1,1
PRT,1,1961,.,5,1,17973,O,.,.,.,1,1
PRT,1,1961,.,6,1,17075,O,.,.,.,1,1
PRT,1,1961,.,7,1,17210,O,.,.,.,1,1
PRT,1,1961,.,8,1,17207,O,.,.,.,1,1
PRT,1,1961,.,9,1,17329,O,.,.,.,1,1
PRT,1,1961,.,10,1,17824,O,.,.,.,1,1
PRT,1,1961,.,11,1,17798,O,.,.,.,1,1
PRT,1,1961,.,12,1,19435,O,.,.,.,1,1
PRT,1,1961,.,TOT,1,217516,O,.,.,.,1,1
PRT,1,1962,.,1,1,20254,O,.,.,.,1,1
PRT,1,1962,.,2,1,18807,O,.,.,.,1,1
PRT,1,1962,.,3,1,20398,O,.,.,.,1,1
PRT,1,1962,.,4,1,18590,O,.,.,.,1,1
PRT,1,1962,.,5,1,17692,O,.,.,.,1,1
PRT,1,1962,.,6,1,16678,O,.,.,.,1,1
PRT,1,1962,.,7,1,17265,O,.,.,.,1,1
PRT,1,1962,.,8,1,17403,O,.,.,.,1,1
PRT,1,1962,.,9,1,17941,O,.,.,.,1,1
PRT,1,1962,.,10,1,18998,O,.,.,.,1,1
PRT,1,1962,.,11,1,17800,O,.,.,.,1,1
PRT,1,1962,.,12,1,18374,O,.,.,.,1,1
PRT,1,1962,.,TOT,1,220200,O,.,.,.,1,1
PRT,1,1963,.,1,1,19232,O,.,.,.,1,1
PRT,1,1963,.,2,1,17478,O,.,.,.,1,1
PRT,1,1963,.,3,1,19670,O,.,.,.,1,1
PRT,1,1963,.,4,1,17977,O,.,.,.,1,1
PRT,1,1963,.,5,1,17356,O,.,.,.,1,1
PRT,1,1963,.,6,1,16207,O,.,.,.,1,1
PRT,1,1963,.,7,1,16939,O,.,.,.,1,1
PRT,1,1963,.,8,1,17262,O,.,.,.,1,1
PRT,1,1963,.,9,1,18364,O,.,.,.,1,1
PRT,1,1963,.,10,1,18098,O,.,.,.,1,1
PRT,1,1963,.,11,1,16592,O,.,.,.,1,1
PRT,1,1963,.,12,1,16977,O,.,.,.,1,1
PRT,1,1963,.,TOT,1,212152,O,.,.,.,1,1
PRT,1,1964,.,1,1,18006,O,.,.,.,1,1
PRT,1,1964,.,2,1,17590,O,.,.,.,1,1
PRT,1,1964,.,3,1,20116,O,.,.,.,1,1
PRT,1,1964,.,4,1,18879,O,.,.,.,1,1
PRT,1,1964,.,5,1,18177,O,.,.,.,1,1
PRT,1,1964,.,6,1,17277,O,.,.,.,1,1
PRT,1,1964,.,7,1,17160,O,.,.,.,1,1
PRT,1,1964,.,8,1,17096,O,.,.,.,1,1
PRT,1,1964,.,9,1,18071,O,.,.,.,1,1
PRT,1,1964,.,10,1,19032,O,.,.,.,1,1
PRT,1,1964,.,11,1,17469,O,.,.,.,1,1
PRT,1,1964,.,12,1,18263,O,.,.,.,1,1
PRT,1,1964,.,TOT,1,217136,O,.,.,.,1,1
PRT,1,1965,.,1,1,18790,O,.,.,.,1,1
PRT,1,1965,.,2,1,17016,O,.,.,.,1,1
PRT,1,1965,.,3,1,18857,O,.,.,.,1,1
PRT,1,1965,.,4,1,17865,O,.,.,.,1,1
PRT,1,1965,.,5,1,17441,O,.,.,.,1,1
PRT,1,1965,.,6,1,16462,O,.,.,.,1,1
PRT,1,1965,.,7,1,16415,O,.,.,.,1,1
PRT,1,1965,.,8,1,17272,O,.,.,.,1,1
PRT,1,1965,.,9,1,17713,O,.,.,.,1,1
PRT,1,1965,.,10,1,17987,O,.,.,.,1,1
PRT,1,1965,.,11,1,16735,O,.,.,.,1,1
PRT,1,1965,.,12,1,17746,O,.,.,.,1,1
PRT,1,1965,.,TOT,1,210299,O,.,.,.,1,1
PRT,1,1966,.,1,1,18412,O,.,.,.,1,1
PRT,1,1966,.,2,1,16694,O,.,.,.,1,1
PRT,1,1966,.,3,1,18664,O,.,.,.,1,1
PRT,1,1966,.,4,1,17644,O,.,.,.,1,1
PRT,1,1966,.,5,1,17585,O,.,.,.,1,1
PRT,1,1966,.,6,1,16304,O,.,.,.,1,1
PRT,1,1966,.,7,1,16330,O,.,.,.,1,1
PRT,1,1966,.,8,1,16990,O,.,.,.,1,1
PRT,1,1966,.,9,1,17972,O,.,.,.,1,1
PRT,1,1966,.,10,1,18094,O,.,.,.,1,1
PRT,1,1966,.,11,1,16273,O,.,.,.,1,1
PRT,1,1966,.,12,1,15978,O,.,.,.,1,1
PRT,1,1966,.,TOT,1,206940,O,.,.,.,1,1
PRT,1,1967,.,1,1,17078,O,.,.,.,2,1
PRT,1,1967,.,2,1,16226,O,.,.,.,2,1
PRT,1,1967,.,3,1,18029,O,.,.,.,2,1
PRT,1,1967,.,4,1,17050,O,.,.,.,2,1
PRT,1,1967,.,5,1,17108,O,.,.,.,2,1
PRT,1,1967,.,6,1,15446,O,.,.,.,2,1
PRT,1,1967,.,7,1,16031,O,.,.,.,2,1
PRT,1,1967,.,8,1,16644,O,.,.,.,2,1
PRT,1,1967,.,9,1,17316,O,.,.,.,2,1
PRT,1,1967,.,10,1,17754,O,.,.,.,2,1
PRT,1,1967,.,11,1,16186,O,.,.,.,2,1
PRT,1,1967,.,12,1,17193,O,.,.,.,2,1
PRT,1,1967,.,TOT,1,202061,O,.,.,.,2,1
PRT,1,1968,.,1,1,16703,O,.,.,.,2,1
PRT,1,1968,.,2,1,15827,O,.,.,.,2,1
PRT,1,1968,.,3,1,17475,O,.,.,.,2,1
PRT,1,1968,.,4,1,16678,O,.,.,.,2,1
PRT,1,1968,.,5,1,16960,O,.,.,.,2,1
PRT,1,1968,.,6,1,15436,O,.,.,.,2,1
PRT,1,1968,.,7,1,15373,O,.,.,.,2,1
PRT,1,1968,.,8,1,15791,O,.,.,.,2,1
PRT,1,1968,.,9,1,17163,O,.,.,.,2,1
PRT,1,1968,.,10,1,17138,O,.,.,.,2,1
PRT,1,1968,.,11,1,15223,O,.,.,.,2,1
PRT,1,1968,.,12,1,15195,O,.,.,.,2,1
PRT,1,1968,.,TOT,1,194962,O,.,.,.,2,1
PRT,1,1969,.,1,1,16355,O,.,.,.,2,1
PRT,1,1969,.,2,1,15042,O,.,.,.,2,1
PRT,1,1969,.,3,1,17024,O,.,.,.,2,1
PRT,1,1969,.,4,1,16056,O,.,.,.,2,1
PRT,1,1969,.,5,1,16036,O,.,.,.,2,1
PRT,1,1969,.,6,1,14838,O,.,.,.,2,1
PRT,1,1969,.,7,1,15516,O,.,.,.,2,1
PRT,1,1969,.,8,1,15527,O,.,.,.,2,1
PRT,1,1969,.,9,1,16661,O,.,.,.,2,1
PRT,1,1969,.,10,1,16464,O,.,.,.,2,1
PRT,1,1969,.,11,1,14658,O,.,.,.,2,1
PRT,1,1969,.,12,1,15562,O,.,.,.,2,1
PRT,1,1969,.,TOT,1,189739,O,.,.,.,2,1
PRT,1,1970,.,1,1,15573,O,.,.,.,2,1
PRT,1,1970,.,2,1,14329,O,.,.,.,2,1
PRT,1,1970,.,3,1,16208,O,.,.,.,2,1
PRT,1,1970,.,4,1,15295,O,.,.,.,2,1
PRT,1,1970,.,5,1,15267,O,.,.,.,2,1
PRT,1,1970,.,6,1,14131,O,.,.,.,2,1
PRT,1,1970,.,7,1,14775,O,.,.,.,2,1
PRT,1,1970,.,8,1,14788,O,.,.,.,2,1
PRT,1,1970,.,9,1,15866,O,.,.,.,2,1
PRT,1,1970,.,10,1,15678,O,.,.,.,2,1
PRT,1,1970,.,11,1,13961,O,.,.,.,2,1
PRT,1,1970,.,12,1,14819,O,.,.,.,2,1
PRT,1,1970,.,TOT,1,180690,O,.,.,.,2,1
PRT,1,1971,.,1,1,15894,O,.,.,.,2,1
PRT,1,1971,.,2,1,14291,O,.,.,.,2,1
PRT,1,1971,.,3,1,15585,O,.,.,.,2,1
PRT,1,1971,.,4,1,15010,O,.,.,.,2,1
PRT,1,1971,.,5,1,15552,O,.,.,.,2,1
PRT,1,1971,.,6,1,14572,O,.,.,.,2,1
PRT,1,1971,.,7,1,14721,O,.,.,.,2,1
PRT,1,1971,.,8,1,14729,O,.,.,.,2,1
PRT,1,1971,.,9,1,16086,O,.,.,.,2,1
PRT,1,1971,.,10,1,15707,O,.,.,.,2,1
PRT,1,1971,.,11,1,15118,O,.,.,.,2,1
PRT,1,1971,.,12,1,13978,O,.,.,.,2,1
PRT,1,1971,.,TOT,1,181243,O,.,.,.,2,1
PRT,1,1972,.,1,1,14943,O,.,.,.,2,1
PRT,1,1972,.,2,1,13679,O,.,.,.,2,1
PRT,1,1972,.,3,1,14894,O,.,.,.,2,1
PRT,1,1972,.,4,1,14242,O,.,.,.,2,1
PRT,1,1972,.,5,1,15190,O,.,.,.,2,1
PRT,1,1972,.,6,1,14025,O,.,.,.,2,1
PRT,1,1972,.,7,1,14328,O,.,.,.,2,1
PRT,1,1972,.,8,1,14070,O,.,.,.,2,1
PRT,1,1972,.,9,1,15255,O,.,.,.,2,1
PRT,1,1972,.,10,1,15152,O,.,.,.,2,1
PRT,1,1972,.,11,1,14308,O,.,.,.,2,1
PRT,1,1972,.,12,1,14599,O,.,.,.,2,1
PRT,1,1972,.,TOT,1,174685,O,.,.,.,2,1
PRT,1,1973,.,1,1,15740,O,.,.,.,2,1
PRT,1,1973,.,2,1,13399,O,.,.,.,2,1
PRT,1,1973,.,3,1,14859,O,.,.,.,2,1
PRT,1,1973,.,4,1,14428,O,.,.,.,2,1
PRT,1,1973,.,5,1,15053,O,.,.,.,2,1
PRT,1,1973,.,6,1,13929,O,.,.,.,2,1
PRT,1,1973,.,7,1,14059,O,.,.,.,2,1
PRT,1,1973,.,8,1,14043,O,.,.,.,2,1
PRT,1,1973,.,9,1,14777,O,.,.,.,2,1
PRT,1,1973,.,10,1,14467,O,.,.,.,2,1
PRT,1,1973,.,11,1,13408,O,.,.,.,2,1
PRT,1,1973,.,12,1,14162,O,.,.,.,2,1
PRT,1,1973,.,TOT,1,172324,O,.,.,.,2,1
PRT,1,1974,.,1,1,14732,O,.,.,.,2,1
PRT,1,1974,.,2,1,13050,O,.,.,.,2,1
PRT,1,1974,.,3,1,14465,O,.,.,.,2,1
PRT,1,1974,.,4,1,14380,O,.,.,.,2,1
PRT,1,1974,.,5,1,15366,O,.,.,.,2,1
PRT,1,1974,.,6,1,13612,O,.,.,.,2,1
PRT,1,1974,.,7,1,14875,O,.,.,.,2,1
PRT,1,1974,.,8,1,14132,O,.,.,.,2,1
PRT,1,1974,.,9,1,15089,O,.,.,.,2,1
PRT,1,1974,.,10,1,14997,O,.,.,.,2,1
PRT,1,1974,.,11,1,13813,O,.,.,.,2,1
PRT,1,1974,.,12,1,13468,O,.,.,.,2,1
PRT,1,1974,.,TOT,1,171979,O,.,.,.,2,1
PRT,1,1975,.,1,1,14701,O,.,.,.,2,1
PRT,1,1975,.,2,1,13416,O,.,.,.,2,1
PRT,1,1975,.,3,1,14655,O,.,.,.,2,1
PRT,1,1975,.,4,1,14846,O,.,.,.,2,1
PRT,1,1975,.,5,1,15477,O,.,.,.,2,1
PRT,1,1975,.,6,1,15215,O,.,.,.,2,1
PRT,1,1975,.,7,1,15578,O,.,.,.,2,1
PRT,1,1975,.,8,1,14741,O,.,.,.,2,1
PRT,1,1975,.,9,1,15486,O,.,.,.,2,1
PRT,1,1975,.,10,1,15867,O,.,.,.,2,1
PRT,1,1975,.,11,1,14737,O,.,.,.,2,1
PRT,1,1975,.,12,1,14929,O,.,.,.,2,1
PRT,1,1975,.,TOT,1,179648,O,.,.,.,2,1
PRT,1,1976,.,1,1,16023,O,.,.,.,2,1
PRT,1,1976,.,2,1,14545,O,.,.,.,2,1
PRT,1,1976,.,3,1,15749,O,.,.,.,2,1
PRT,1,1976,.,4,1,15286,O,.,.,.,2,1
PRT,1,1976,.,5,1,16479,O,.,.,.,2,1
PRT,1,1976,.,6,1,15935,O,.,.,.,2,1
PRT,1,1976,.,7,1,15799,O,.,.,.,2,1
PRT,1,1976,.,8,1,15442,O,.,.,.,2,1
PRT,1,1976,.,9,1,16098,O,.,.,.,2,1
PRT,1,1976,.,10,1,15493,O,.,.,.,2,1
PRT,1,1976,.,11,1,14547,O,.,.,.,2,1
PRT,1,1976,.,12,1,15316,O,.,.,.,2,1
PRT,1,1976,.,TOT,1,186712,O,.,.,.,2,1
PRT,1,1977,.,1,1,15595,O,.,.,.,2,1
PRT,1,1977,.,2,1,13947,O,.,.,.,2,1
PRT,1,1977,.,3,1,15601,O,.,.,.,2,1
PRT,1,1977,.,4,1,15203,O,.,.,.,2,1
PRT,1,1977,.,5,1,16293,O,.,.,.,2,1
PRT,1,1977,.,6,1,15513,O,.,.,.,2,1
PRT,1,1977,.,7,1,15208,O,.,.,.,2,1
PRT,1,1977,.,8,1,15066,O,.,.,.,2,1
PRT,1,1977,.,9,1,15095,O,.,.,.,2,1
PRT,1,1977,.,10,1,15086,O,.,.,.,2,1
PRT,1,1977,.,11,1,13842,O,.,.,.,2,1
PRT,1,1977,.,12,1,14615,O,.,.,.,2,1
PRT,1,1977,.,TOT,1,181064,O,.,.,.,2,1
PRT,1,1978,.,1,1,14443,O,.,.,.,2,1
PRT,1,1978,.,2,1,12705,O,.,.,.,2,1
PRT,1,1978,.,3,1,14331,O,.,.,.,2,1
PRT,1,1978,.,4,1,14169,O,.,.,.,2,1
PRT,1,1978,.,5,1,15468,O,.,.,.,2,1
PRT,1,1978,.,6,1,14135,O,.,.,.,2,1
PRT,1,1978,.,7,1,14102,O,.,.,.,2,1
PRT,1,1978,.,8,1,14005,O,.,.,.,2,1
PRT,1,1978,.,9,1,13399,O,.,.,.,2,1
PRT,1,1978,.,10,1,13885,O,.,.,.,2,1
PRT,1,1978,.,11,1,12907,O,.,.,.,2,1
PRT,1,1978,.,12,1,13918,O,.,.,.,2,1
PRT,1,1978,.,TOT,1,167467,O,.,.,.,2,1
PRT,1,1979,.,1,1,13859,O,.,.,.,2,1
PRT,1,1979,.,2,1,12418,O,.,.,.,2,1
PRT,1,1979,.,3,1,13942,O,.,.,.,2,1
PRT,1,1979,.,4,1,13671,O,.,.,.,2,1
PRT,1,1979,.,5,1,14728,O,.,.,.,2,1
PRT,1,1979,.,6,1,13777,O,.,.,.,2,1
PRT,1,1979,.,7,1,13844,O,.,.,.,2,1
PRT,1,1979,.,8,1,13306,O,.,.,.,2,1
PRT,1,1979,.,9,1,12938,O,.,.,.,2,1
PRT,1,1979,.,10,1,12743,O,.,.,.,2,1
PRT,1,1979,.,11,1,12777,O,.,.,.,2,1
PRT,1,1979,.,12,1,12308,O,.,.,.,2,1
PRT,1,1979,.,TOT,1,160311,O,.,.,.,2,1
PRT,1,1980,.,1,1,13558,O,.,.,.,3,1
PRT,1,1980,.,2,1,12046,O,.,.,.,3,1
PRT,1,1980,.,3,1,13358,O,.,.,.,3,1
PRT,1,1980,.,4,1,13234,O,.,.,.,3,1
PRT,1,1980,.,5,1,14485,O,.,.,.,3,1
PRT,1,1980,.,6,1,13482,O,.,.,.,3,1
PRT,1,1980,.,7,1,14316,O,.,.,.,3,1
PRT,1,1980,.,8,1,13647,O,.,.,.,3,1
PRT,1,1980,.,9,1,12988,O,.,.,.,3,1
PRT,1,1980,.,10,1,12817,O,.,.,.,3,1
