Date,Births
2012-02-01,6753.0
2012-03-01,7354.0
2012-04-01,7178.0
2012-05-01,7773.0
2012-06-01,7105.0
2012-07-01,7676.0
2012-08-01,7866.0
2012-09-01,7979.0
2012-10-01,7878.0
2012-11-01,7538.0
2012-12-01,7105.0
2013-01-01,7232.0
2013-02-01,6080.0
2013-03-01,6700.0
2013-04-01,6529.0
2013-05-01,7115.0
2013-06-01,6596.0
2013-07-01,6953.0
2013-08-01,7258.0
2013-09-01,7522.0
2013-10-01,7344.0
2013-11-01,6631.0
2013-12-01,6827.0
2014-01-01,6759.0
2014-02-01,5992.0
2014-03-01,6501.0
2014-04-01,6269.0
2014-05-01,6889.0
2014-06-01,6398.0
2014-07-01,7253.0
2014-08-01,7274.0
2014-09-01,7741.0
2014-10-01,7298.0
2014-11-01,6982.0
2014-12-01,7011.0
2015-01-01,6978.0
2015-02-01,6045.0
2015-03-01,6853.0
2015-04-01,6689.0
2015-05-01,7212.0
2015-06-01,6742.0
2015-07-01,7512.0
2015-08-01,7390.0
2015-09-01,8107.0
2015-10-01,7413.0
2015-11-01,7180.0
2015-12-01,7379.0
2016-01-01,7049.0
2016-02-01,6528.0
2016-03-01,6980.0
2016-04-01,6919.0
2016-05-01,7464.0
2016-06-01,7343.0
2016-07-01,7513.0
2016-08-01,7596.0
2016-09-01,8053.0
2016-10-01,7509.0
2016-11-01,7114.0
2016-12-01,7058.0
2017-01-01,7096.0
2017-02-01,6322.0
2017-03-01,7094.0
2017-04-01,6664.0
2017-05-01,7228.0
2017-06-01,6903.0
2017-07-01,7484.0
2017-08-01,7284.0
2017-09-01,7552.0
2017-10-01,7740.0
2017-11-01,7604.0
2017-12-01,7183.0
2018-01-01,7169.0
2018-02-01,6182.0
2018-03-01,6796.0
2018-04-01,6720.0
2018-05-01,7525.0
2018-06-01,7057.0
2018-07-01,7354.0
2018-08-01,7864.0
2018-09-01,7849.0
2018-10-01,7868.0
2018-11-01,7339.0
2018-12-01,7297.0
2019-01-01,7266.0
2019-02-01,6404.0
2019-03-01,6941.0
2019-04-01,6782.0
2019-05-01,7194.0
2019-06-01,6768.0
2019-07-01,7597.0
2019-08-01,7624.0
2019-09-01,8006.0
2019-10-01,7830.0
2019-11-01,7233.0
2019-12-01,6934.0
2020-01-01,7301.0
2020-02-01,6328.0
2020-03-01,7129.0
2020-04-01,6921.0
2020-05-01,7220.0
2020-06-01,6813.0
2020-07-01,7432.0
2020-08-01,7207.0
2020-09-01,7652.0
2020-10-01,7385.0
2020-11-01,6846.0
2020-12-01,6296.0
2021-01-01,5989.0
2021-02-01,5719.0
2021-03-01,6635.0
2021-04-01,6289.0
2021-05-01,6796.0
2021-06-01,6529.0
2021-07-01,6989.0
2021-08-01,7145.0
2021-09-01,7223.0
2021-10-01,6819.0
2021-11-01,6549.0
2021-12-01,6900.0
